Date,Open,High,Low,Close,Volume,Ticker,Daily_Return
2022-02-25,161.0163992959612,162.27433874391238,158.097582687372,162.00900268554688,91974200,AAPL,1.2965384331001362
2022-02-28,160.24982688187194,162.56915531871957,159.63067948265063,162.27432250976562,95056600,AAPL,0.16376856830218056
2022-03-01,161.86156976875884,163.72883431123614,159.17862257926774,160.38742065429688,83474400,AAPL,-1.1627852307657616
2022-03-02,161.5569286485252,164.4757453471119,160.14174297698963,163.6895294189453,79724800,AAPL,2.0588327633037196
2022-03-03,165.56660530985462,165.9990247912093,162.69693011047048,163.36520385742188,76678400,AAPL,-0.1981345799421108
2022-03-04,161.65519910712737,162.69692876038988,159.30638875818744,160.35794067382812,83737200,AAPL,-1.840822349304172
2022-03-07,160.54466966467405,162.17606497919274,156.29911294194886,156.5546417236328,96418800,AAPL,-2.371755919422358
2022-03-08,156.0829372614916,160.07296568987567,153.11497909721768,154.72671508789062,131148300,AAPL,-1.1675965756218432
2022-03-09,158.69707147174915,160.59381791240634,156.66275336768058,160.14173889160156,91454900,AAPL,3.4997342253630936
2022-03-10,157.43914120341518,157.62586917951631,153.29186666707722,155.78810119628906,105342000,AAPL,-2.718615225140919
2022-03-11,156.19101504721644,156.5349891936971,151.83736825574178,152.0634002685547,96970100,AAPL,-2.3908763885897466
2022-03-14,148.83992865134607,151.46391244119621,147.51320336208943,148.02423095703125,108732100,AAPL,-2.6562402947651997
2022-03-15,148.29939820148408,152.88892907582556,147.78837062747488,152.4171905517578,92964300,AAPL,2.9677300576564036
2022-03-16,154.34339594526026,157.24255250796213,151.79803572553402,156.83961486816406,102300200,AAPL,2.9015259370657853
2022-03-17,155.8765435805617,158.22535413843605,154.91343692811435,157.85189819335938,75615400,AAPL,0.6454257912111183
2022-03-18,157.74377696769278,161.6453594768953,157.00670241299437,161.1539764404297,123511700,AAPL,2.0918837751481734
2022-03-21,160.69206357071295,163.48313041290612,160.20068056976743,162.52984619140625,95811400,AAPL,0.8537609690848269
2022-03-22,162.6576150439786,166.50023417031582,162.06796436975657,165.91058349609375,81532000,AAPL,2.0800716815458697
2022-03-23,165.0948695579846,169.66472556538113,164.76071771343146,167.276611328125,98062700,AAPL,0.8233518340096779
2022-03-24,168.11196337652208,171.1388847047802,167.27662120536306,171.07009887695312,90131400,AAPL,2.2677931593119816
2022-03-25,170.88335771841636,172.25922412685,169.7728273342969,171.70887756347656,80546200,AAPL,0.37340171702531233
2022-03-28,169.20284996119702,172.70149513268552,169.03578151152723,172.57374572753906,90371900,AAPL,0.5036828475818211
2022-03-29,173.64492571274934,175.92493501881802,173.30095161685145,175.8758087158203,100589400,AAPL,1.9134214039107533
2022-03-30,175.47290101025155,176.51463074136956,173.65477761444038,174.7063446044922,92633200,AAPL,-0.6649374464101188
2022-03-31,174.77513005413485,174.96185802360853,171.3944120690703,171.60079956054688,103049300,AAPL,-1.7775800020175425
2022-04-01,171.0307806751932,171.86613784627107,168.97680315531144,171.3059539794922,78751300,AAPL,-0.1718206335924788
2022-04-04,171.56147679106857,175.41391791306214,171.43371240572407,175.36477661132812,76468400,AAPL,2.3693412502882705
2022-04-05,174.44099692209318,175.22721286513178,171.4140752886788,172.0430450439453,73401800,AAPL,-1.8941840154964362
2022-04-06,169.3895629453013,170.6376800716011,167.19799877542366,168.8686981201172,89058800,AAPL,-1.8450887817158201
2022-04-07,168.21021818380677,170.37230020501354,166.92279723009895,169.17332458496094,77594700,AAPL,0.18039249916350641
2022-04-08,168.81956860456353,168.81956860456353,166.28403012969582,167.15869140625,76575500,AAPL,-1.1908692955307831
2022-04-11,165.80247259982983,166.11694994882637,162.6477868725991,162.8934783935547,72246700,AAPL,-2.551595120070338
2022-04-12,165.12436524547022,166.94247354315863,163.76814322121325,164.77056884765625,79265200,AAPL,1.1523422991597476
2022-04-13,164.5052126435429,168.09230281785548,163.89590247589382,167.4633331298828,70618900,AAPL,1.6342507652056693
2022-04-14,167.67955149726123,168.3183584761883,162.19571471867903,162.44140625,75329400,AAPL,-2.998821763560544
2022-04-18,161.09502962767093,163.72885077484435,160.75107046386879,162.2252197265625,69023900,AAPL,-0.13308584826259295
2022-04-19,162.17602683397615,164.92777424823112,161.08515612673216,164.51499938964844,67723800,AAPL,1.4114819304578363
2022-04-20,165.85160767261976,165.96954980606952,163.23746114831818,164.3479766845703,67929800,AAPL,-0.10152430215955022
2022-04-21,165.99900305629262,168.5738450907259,163.0507051558019,163.55191040039062,87227800,AAPL,-0.484378512129513
2022-04-22,163.59123952892807,164.97692823082195,158.71671343457257,159.001708984375,84882400,AAPL,-2.782114501063482
2022-04-25,158.343289375942,160.35796313638966,155.72914261422412,160.07296752929688,96046400,AAPL,0.6737402709471096
2022-04-26,159.453804965821,159.54225031873102,154.0191094538627,154.0977325439453,95623200,AAPL,-3.732819524482145
2022-04-27,153.2230900346685,157.03621289741787,152.70222512048082,153.87171936035156,88063200,AAPL,-0.14666872760720207
2022-04-28,156.50548217036973,161.68466307901278,156.19098985906734,160.81982421875,130216800,AAPL,4.515517787987222
2022-04-29,159.0508831142893,163.33574447827155,154.5399897161662,154.93309020996094,131747600,AAPL,-3.6604529555894882
2022-05-02,154.00928950852122,155.50308325510557,150.6285715632027,155.2377471923828,123055300,AAPL,0.1966377757062876
2022-05-03,155.42444099254382,157.9403346152518,153.6259923615283,156.7315216064453,88966500,AAPL,0.9622494793172232
2022-05-04,156.91827280667675,163.61090803537846,156.51533507735743,163.15884399414062,108256500,AAPL,4.100848586051753
2022-05-05,161.0262227132276,161.2522547050873,152.2795959021098,154.0682373046875,130525300,AAPL,-5.57162974860228
2022-05-06,153.54660360417492,156.92245186539364,151.74549742097102,154.7965545654297,116124600,AAPL,0.4727238225630259
2022-05-09,152.4836283339545,153.36942622989235,149.09795898763585,149.65895080566406,131577900,AAPL,-3.318939348610661
2022-05-10,153.0643590542694,154.2650965784608,150.5152434800802,152.07029724121094,115366700,AAPL,1.6112276763706967
2022-05-11,151.0762217134339,152.99542804107662,143.50764507620434,144.18675231933594,142689800,AAPL,-5.184145138725071
2022-05-12,140.51566592761506,143.89149901958908,136.60835102555794,140.30897521972656,182602000,AAPL,-2.6894128879615176
2022-05-13,142.30694137891726,145.76152860215055,140.8503145681124,144.7871551513672,113990900,AAPL,3.191656075192406
2022-05-16,143.251795072628,145.1906903336651,141.90341691040302,143.241943359375,86643800,AAPL,-1.0672298867788088
2022-05-17,146.5094945567554,147.40512922042456,144.36390904477065,146.8834991455078,78336300,AAPL,2.5422412602966737
2022-05-18,144.5312514480339,145.0331931657119,137.69097960525806,138.59646606445312,109742900,AAPL,-5.641908811584939
2022-05-19,137.6712938917074,139.4231864175674,134.4430864271214,135.18124389648438,136095600,AAPL,-2.464148087571394
2022-05-20,136.89376494741566,138.47834364409812,130.51608836864122,135.41744995117188,137426100,AAPL,0.1747328607720089
2022-05-23,135.61430621725685,140.9979367905799,135.47651740077447,140.85031127929688,117726300,AAPL,4.01193592855571
2022-05-24,138.58661405091433,139.72830130754187,135.16156729888525,138.1437225341797,104132700,AAPL,-1.9216065058956122
2022-05-25,136.2441979580696,139.55114451962976,136.15562265268915,138.30120849609375,92482700,AAPL,0.11400153334879537
2022-05-26,135.22061822713323,142.06087507401406,134.97456571452705,141.5097198486328,90601500,AAPL,2.319944552494402
2022-05-27,143.09429845299417,147.31655295622195,142.96634634088457,147.27719116210938,90978500,AAPL,4.075671494259048
2022-05-31,146.71621679774168,148.28110735892756,144.5214173125584,146.48983764648438,103718400,AAPL,-0.5346065534060584
2022-06-01,147.53310550206368,149.34406371467995,145.34815761917798,146.36190795898438,74286600,AAPL,-0.08733007664922798
2022-06-02,145.49576829817823,148.8814531521364,144.5410833823405,148.82240295410156,72348100,AAPL,1.681103389145977
2022-06-03,144.58041497714743,145.63352668165265,142.17895565748057,143.0844268798828,88570300,AAPL,-3.855586229170349
2022-06-06,144.70838950271786,146.22408125410382,142.61201747807138,143.8324432373047,71598400,AAPL,0.5227797138606993
2022-06-07,142.0707508127055,146.64732231402076,141.82469825848736,146.36190795898438,67808200,AAPL,1.758619032499098
2022-06-08,146.23392365623158,147.50354794884595,145.13161326153673,145.62371826171875,53950200,AAPL,-0.5043591652771351
2022-06-09,144.75758953991215,145.61384732144396,140.27943162604245,140.3876953125,69473000,AAPL,-3.595583886828402
2022-06-10,138.0649615534637,138.5373780935634,134.8958045203365,134.96470642089844,91437900,AAPL,-3.8628662430351235
2022-06-13,130.7719656189882,133.06517650587148,129.36455265966853,129.797607421875,122207100,AAPL,-3.828481634976044
2022-06-14,131.0278947539339,131.77588901971137,129.40393908646058,130.66372680664062,84784300,AAPL,0.6672845532125438
2022-06-15,132.16956604237166,135.17140981281415,130.0732087681398,133.29156494140625,91533000,AAPL,2.011145861968533
2022-06-16,129.99445602178534,130.29955871287268,127.00244927117835,128.00634765625,108123900,AAPL,-3.965155100009199
2022-06-17,128.01620271778103,130.97866943008026,127.76029850473763,129.482666015625,134520300,AAPL,1.153316524067649
2022-06-21,131.31331283551427,134.8958370832566,131.21490083390682,133.72462463378906,81000500,AAPL,3.2760822345534457
2022-06-22,132.6616745701608,135.5847798082292,131.7955798825567,133.2128448486328,73409200,AAPL,-0.3827117006742653
2022-06-23,134.65962935518908,136.40167037101077,133.48841696582116,136.08673095703125,72433800,AAPL,2.157364112795568
2022-06-24,137.6909831751248,139.66925503284406,137.56304607780373,139.42320251464844,89116800,AAPL,2.4517243776475572
2022-06-27,140.4467743824865,141.2243087499828,138.74409516157192,139.42320251464844,70207900,AAPL,0.0
2022-06-28,139.88578412525837,141.15540852649434,135.1517360213465,135.26983642578125,67083400,AAPL,-2.9789633389254666
2022-06-29,135.28951427489562,138.4488199898158,134.51197995876558,137.03155517578125,66242400,AAPL,1.30237368252204
2022-06-30,135.08283314259847,136.1851436237319,131.65778627775248,134.5612030029297,98964500,AAPL,-1.8027615388898188
2022-07-01,133.89193111018585,136.84456131567046,133.51794149629842,136.73629760742188,71051600,AAPL,1.6164351655245213
2022-07-05,135.59460384717786,139.3739663068114,134.76785610712872,139.3247528076172,73353800,AAPL,1.8930271226349271
2022-07-06,139.11811267133183,141.84436401241877,138.85237172208522,140.66331481933594,74064300,AAPL,0.9607496046069253
2022-07-07,141.02745853360616,144.23599306904134,141.0176218390398,144.03915405273438,66253700,AAPL,2.3999428975026493
2022-07-08,142.96636875790045,145.22021853397652,142.71047951141156,144.71826171875,64547800,AAPL,0.47147435048597863
2022-07-11,143.36984462515042,144.32452936494926,141.50968864079144,142.5824737548828,63141600,AAPL,-1.4758247773995148
2022-07-12,143.45842725252902,146.1059542427383,142.7596466450458,143.55685424804688,77588800,AAPL,0.6833802693303914
2022-07-13,140.73223849221012,144.13759777559264,139.87596530514122,143.19276428222656,71185600,AAPL,-0.2536207467957019
2022-07-14,141.80497494021958,146.59807271073137,140.98807885917248,146.1256561279297,78140700,AAPL,2.0482123244178307
2022-07-15,147.4149563504431,148.47790483542687,145.85990291969932,147.79879760742188,76259900,AAPL,1.1450018592405131
2022-07-18,148.35980548278783,149.17670150055542,144.38358908348172,144.7477569580078,81420900,AAPL,-2.0643203454997927
2022-07-19,145.58435379595355,148.8420867705286,144.59030701772662,148.61572265625,82982400,AAPL,2.6722111482282207
2022-07-20,148.7337929449323,151.2927446518588,147.99563553153246,150.62347412109375,64823400,AAPL,1.3509684096397523
2022-07-21,152.06044916137068,153.11356109876007,149.54087389527504,152.89703369140625,65086600,AAPL,1.5094324331442976
2022-07-22,152.93638205415488,153.81232830048907,150.98765057695607,151.6569061279297,66675400,AAPL,-0.8110867382682629
2022-07-25,151.5781722761147,152.5919073451431,149.87549323073483,150.534912109375,53623900,AAPL,-0.7398238874847141
2022-07-26,149.85582028627226,150.67271644888328,148.4188819899041,149.2062530517578,55138700,AAPL,-0.8826251923884754
2022-07-27,150.17075457850913,154.84575179759253,149.75738820549032,154.31427001953125,78620700,AAPL,3.423460386745014
2022-07-28,154.50129531236348,155.15087757432116,151.97188319707365,154.86546325683594,81378700,AAPL,0.357188766298111
2022-07-29,158.69403377664,161.04629519406532,156.98150288420325,159.9439697265625,101786900,AAPL,3.279302152284358
2022-08-01,158.46764232800993,161.00690586019908,158.34954193697632,158.95974731445312,67829400,AAPL,-0.6153544980732839
2022-08-02,157.57204979903847,159.84557282503414,157.10946983070068,157.48345947265625,59907000,AAPL,-0.9287180350610935
2022-08-03,158.30037064154658,163.95957949452801,158.211795324655,163.50685119628906,82507500,AAPL,3.824777372685695
2022-08-04,163.38868774052628,164.55006328617097,161.83363422359466,163.1918487548828,55474100,AAPL,-0.19265397082847135
2022-08-05,160.8560601129534,163.45798329811657,160.64908228561242,162.96519470214844,56697000,AAPL,-0.13888809671788183
2022-08-08,163.97046163622954,165.38969510382904,161.83176107750737,162.49209594726562,60276900,AAPL,-0.2903066239067109
2022-08-09,161.654383591601,163.42842563656737,160.8954849037263,162.54139709472656,63135500,AAPL,0.030340643447002158
2022-08-10,165.26157448955212,166.89763621928432,164.49282549147833,166.79908752441406,70170500,AAPL,2.6194498791013654
2022-08-11,167.6072543726192,168.52384897861626,165.76422984138568,166.05990600585938,57149200,AAPL,-0.4431568119019236
2022-08-12,167.37074385189385,169.68684147739978,166.9567881529433,169.61785888671875,68039400,AAPL,2.1425718985616182
2022-08-15,169.04619612673898,170.88922057556053,168.8786498167292,170.69210815429688,54091700,AAPL,0.6333350005883309
2022-08-16,170.28804476181145,171.20463947132552,169.18420299774098,170.53443908691406,56377100,AAPL,-0.09237044939435224
2022-08-17,170.27815992548992,173.60940030005358,170.0810475130616,172.03248596191406,79542000,AAPL,0.8784424325203322
2022-08-18,171.24403503116682,172.37744277272193,170.6231165953559,171.6382598876953,62290100,AAPL,-0.2291579244550479
2022-08-19,170.53441975425127,171.23418617524862,168.83922578662404,169.04620361328125,70346300,AAPL,-1.5101855938821962
2022-08-22,167.24258643834608,167.41013274664442,164.72936173644348,165.15316772460938,69026800,AAPL,-2.302941920883228
2022-08-23,164.6702084046216,166.27670374105745,164.24640247078557,164.8180389404297,54147100,AAPL,-0.20291998560906244
2022-08-24,164.90677623350408,165.68537556627746,163.85220146265053,165.11373901367188,53841500,AAPL,0.17941001794654632
2022-08-25,166.34568075789667,167.68606604641604,165.92188987692106,167.57765197753906,51218200,AAPL,1.4922519340823337
2022-08-26,168.10990520235598,168.58297803338863,161.20099961189769,161.2601318359375,78961000,AAPL,-3.7699061104211617
2022-08-29,158.82573564976346,160.55049548789057,157.5149314068537,159.05242919921875,73314000,AAPL,-1.3690318937385038
2022-08-30,159.79161664881417,160.2154075742502,155.44521812063925,156.61805725097656,77906200,AAPL,-1.5305468520653953
2022-08-31,157.99786809208942,158.2639781293564,154.87359037905333,154.9524383544922,87991100,AAPL,-1.0634909701473738
2022-09-01,154.3807937267726,156.13511973195193,152.43920566957192,155.6817626953125,74229900,AAPL,0.4706762594802072
2022-09-02,157.44591977956676,158.0471223283173,152.73486310130946,153.562744140625,76957800,AAPL,-1.361121892507522
2022-09-06,154.21324568103077,154.82429865337028,151.47334262357523,152.3012237548828,73714800,AAPL,-0.8215015906377299
2022-09-07,152.587059729615,154.410368411757,151.3945047755551,153.7106170654297,87449600,AAPL,0.9253985462488457
2022-09-08,152.4096506976959,154.10484460794962,150.47791285622748,152.2322540283203,84923800,AAPL,-0.9617832946959615
2022-09-09,153.2276900777651,155.54380253729465,152.51807328330133,155.10028076171875,68028800,AAPL,1.8839809945038866
2022-09-12,157.28824820471496,161.8908915280311,157.0024374583422,161.07286071777344,104956000,AAPL,3.850786037731546
2022-09-13,157.59379629154282,158.22456513012241,151.15797805083207,151.62120056152344,122656600,AAPL,-5.867940827605267
2022-09-14,152.55747250443096,154.83416823515125,151.39449874644285,153.06997680664062,87965400,AAPL,0.9555235282082686
2022-09-15,152.41950862141564,153.00101060134492,149.19668199140034,150.17239379882812,90481100,AAPL,-1.892979321132815
2022-09-16,149.02915859285633,149.16713882112455,146.23010747285983,148.52650451660156,162278800,AAPL,-1.0959998975786478
2022-09-19,147.15650634266927,152.3307858345421,146.94954358467322,152.25193786621094,81474200,AAPL,2.5082616478010245
2022-09-20,151.18751937449895,155.80002796923935,150.8721425262803,154.6370391845703,107689800,AAPL,1.5665490710898178
2022-09-21,155.07072998785742,156.45054724189947,151.3846804817515,151.50294494628906,101696800,AAPL,-2.026742270033044
2022-09-22,150.1822704357891,152.24212333754144,148.73347063401485,150.53707885742188,86652500,AAPL,-0.6375229796421467
2022-09-23,149.00940896271652,149.28536935652284,146.41733629369975,148.26036071777344,96029900,AAPL,-1.5123969170444562
2022-09-26,147.50148298209515,151.55220575538115,147.48176722784044,148.59547424316406,93339400,AAPL,0.22603042631774706
2022-09-27,150.5370433245279,152.48848166353116,147.78727494625255,149.5711669921875,84442700,AAPL,0.6566100037655342
2022-09-28,145.5106120290712,148.46734352386844,142.75099295951767,147.6788787841797,146691400,AAPL,-1.2651423707262022
2022-09-29,143.99281757061257,144.60387054853373,138.65097655674526,140.42501831054688,128138200,AAPL,-4.91191464436409
2022-09-30,139.2423671597571,141.03612515991253,136.00967464661605,136.206787109375,124925300,AAPL,-3.003902902717337
2022-10-03,136.21663934873945,141.0065454207756,135.7041349641021,140.39547729492188,114311700,AAPL,3.0752433666784373
2022-10-04,142.9382384476115,144.11107754403744,142.1793399077984,143.99281311035156,87830100,AAPL,2.56228753571095
2022-10-05,141.99211625326663,145.2543744211321,140.94739177527688,144.2884979248047,79471000,AAPL,0.20534692535418841
2022-10-06,143.7069978739473,145.41204208560697,143.12551098076761,143.3324737548828,68402200,AAPL,-0.662578226034416
2022-10-07,140.4841338204693,141.0360695527831,137.43870461123964,138.06947326660156,85925600,AAPL,-3.6718828262754077
2022-10-10,138.3947296142578,139.84352910239818,136.57142106787293,138.3947296142578,74899000,AAPL,0.23557441044785854
2022-10-11,137.88223882715224,139.31133774176766,136.22647641502994,136.9755096435547,77033700,AAPL,-1.025487007098369
2022-10-12,137.123356205743,138.33561191162715,136.16734514961954,136.34474182128906,70433700,AAPL,-0.46049678800761384
2022-10-13,133.04307103462438,141.51902589270472,132.43200294708785,140.9276885986328,113224000,AAPL,3.3612933774525455
2022-10-14,142.22861988773633,142.43559768266257,136.19689323010235,136.3841552734375,88598000,AAPL,-3.2240174875325267
2022-10-17,139.03534855321575,140.83894115059826,138.24688397981322,140.35601806640625,85250900,AAPL,2.9122611677328214
2022-10-18,143.39160620792404,144.58414598172774,138.58198553276452,141.67669677734375,99136600,AAPL,0.9409491157783112
2022-10-19,139.6464402055219,142.8594165632396,139.4591781255194,141.78514099121094,61758300,AAPL,0.07654343751224424
2022-10-20,140.95725591977873,143.78585768272674,140.59258212799125,141.32191467285156,64522000,AAPL,-0.3267100594046668
2022-10-21,140.80941666017796,145.71760218486398,140.5925884624425,145.14596557617188,86548600,AAPL,2.7059150112512143
2022-10-24,145.06708076816867,148.06322822559991,143.89424173414176,147.2944793701172,75981900,AAPL,1.4802435502885514
2022-10-25,147.92525860269856,150.2906525903393,147.20579155352908,150.14280700683594,74732300,AAPL,1.933764014034467
2022-10-26,148.78273318220164,149.7978764436125,145.9048346701109,147.19595336914062,88194300,AAPL,-1.9627005092299532
2022-10-27,145.934419951747,146.900281375259,142.0512434645865,142.71157836914062,109180200,AAPL,-3.0465341589615558
2022-10-28,146.06252959255997,155.2284000306861,145.68802050452555,153.49378967285156,164762400,AAPL,7.5552463415557325
2022-10-31,150.95102127521648,152.01544655256544,149.72890002224932,151.12841796875,97943200,AAPL,-1.5410211117615868
2022-11-01,152.84330260142488,153.20796132588728,146.97912170575748,148.47718811035156,80379300,AAPL,-1.754289427516309
2022-11-02,146.80170816398885,149.97526767506156,142.9086815703328,142.93824768066406,93604600,AAPL,-3.730499277485533
2022-11-03,140.01108109963562,140.74041357111363,136.74882328898968,136.876953125,97918500,AAPL,-4.240498714665575
2022-11-04,140.27297665062395,140.84556152923415,132.6615790911303,136.6104278564453,140814800,AAPL,-0.19471887886873818
2022-11-07,135.35664228494105,137.37054820183675,133.93505454893932,137.14349365234375,83374600,AAPL,0.39020871558839154
2022-11-08,138.61446164278013,139.6214071902777,135.7318039714629,137.71609497070312,89908500,AAPL,0.4175198568376226
2022-11-09,136.72886334632145,136.77822695953947,132.86886077303504,133.14527893066406,74917800,AAPL,-3.319013686099237
2022-11-10,139.43384265889435,144.99183654785156,137.7160881791185,144.99183654785156,118854000,AAPL,8.897467272089044
2022-11-11,143.95524219909376,148.09164728336765,142.523772935821,147.78561401367188,93979700,AAPL,1.9268515609830894
2022-11-14,147.06499838857653,148.35824392301274,145.54468320886602,146.38381958007812,73374100,AAPL,-0.948532401444746
2022-11-15,150.2734222564666,151.6258979697989,146.66022247085542,148.1212921142578,89868300,AAPL,1.1869293608841813
2022-11-16,147.22293159756276,147.95345884286033,145.40645005416332,146.88726806640625,64218300,AAPL,-0.8331172583207369
2022-11-17,144.5574692004244,149.5428936157141,144.28105100101916,148.79261779785156,80389400,AAPL,1.2971510441489809
2022-11-18,150.36226138845927,150.74727347635653,148.05218886107582,149.3553009033203,74829600,AAPL,0.3781660097097017
2022-11-21,148.2397789385964,148.4470850528785,145.83097890062086,146.1172637939453,58724100,AAPL,-2.168009498016432
2022-11-22,146.23571841721474,148.49642726977405,145.05105196598853,148.25949096679688,51804100,AAPL,1.4661013471156448
2022-11-23,147.53884398667913,149.88841358362208,147.4302500541231,149.1381378173828,58301400,AAPL,0.5926412163270722
2022-11-25,146.41341229167975,146.97613037369675,145.23862757756845,146.21597290039062,35195900,AAPL,-1.9593679790814722
2022-11-28,143.28398111610815,144.76479944722283,141.54649303051897,142.37574768066406,69246000,AAPL,-2.626406091995648
2022-11-29,142.4448277773216,142.95818228893546,138.55522474324414,139.36473083496094,83763800,AAPL,-2.1148383026978523
2022-11-30,139.59178750228543,146.81818743880567,138.75266623992653,146.1370086669922,111380900,AAPL,4.859391462572504
2022-12-01,146.3147094607483,147.22294276953917,144.73516410236186,146.41342163085938,71250400,AAPL,0.18914644988872187
2022-12-02,144.09351189018338,146.10741832557784,143.78746342805067,145.9198455810547,65447400,AAPL,-0.33711120490654833
2022-12-05,145.88034988563246,148.99006226616046,143.90592550087496,144.7549285888672,68826400,AAPL,-0.7983266344264495
2022-12-06,145.18929508684244,145.4163496587564,140.10514358274577,141.08248901367188,64727200,AAPL,-2.5370048612477825
2022-12-07,140.37167982245785,141.536582777895,138.20968308402922,139.13766479492188,69721100,AAPL,-1.378501493946238
2022-12-08,140.53947508833096,141.6846444131022,139.29559361990093,140.8257598876953,62128300,AAPL,1.2132553002535795
2022-12-09,140.51976247530513,143.70846830830249,139.0981746838461,140.34207153320312,76097000,AAPL,-0.3434658225014431
2022-12-12,140.87517003337655,142.65215490653637,139.2561427186447,142.6422882080078,70462700,AAPL,1.6390072126450494
2022-12-13,147.58822033452066,148.05221126240446,142.39548971088675,143.60975646972656,93886200,AAPL,0.6782478561392358
2022-12-14,143.49129555982842,144.78454109797417,139.35487413932952,141.378662109375,82291200,AAPL,-1.553581327061082
2022-12-15,139.30547253397592,139.98665115869375,134.29043424832926,134.75442504882812,98931900,AAPL,-4.6854574528525035
2022-12-16,134.9420010552602,135.88971607194347,132.01984711589319,132.7898712158203,160156900,AAPL,-1.4578770472999047
2022-12-19,133.38222793972224,133.47107341378072,129.64070069453433,130.67726135253906,79592600,AAPL,-1.5909420228653381
2022-12-20,129.70980289008992,131.54601807895426,128.22898467531743,130.60816955566406,77432800,AAPL,-0.052872088196431744
2022-12-21,131.27945009767515,135.06047393891612,131.05239555108,133.71786499023438,85928000,AAPL,2.3809348566400157
